label,cond1,cond2,cond3,cond4,item,sentence,comprehension_question,answerchoice0,answerchoice1,correct_response
Subjexp-PassS-ActQ-AnsR.19,Subjexp,PassS,ActQ,AnsR,19,That's the employee that the boss is somewhat dreaded by despite his apparent cheerfulness.,Who dreads someone?,the boss,the employee,1
Objexp-PassS-ActQ-AnsR.19,Objexp,PassS,ActQ,AnsR,19,That's the employee that the boss is somewhat depressed by despite his apparent cheerfulness.,Who depresses someone?,the boss,the employee,1
Subjexp-ActS-PassQ-AnsL.20,Subjexp,ActS,PassQ,AnsL,20,That's the editor that the journalist somewhat dreads despite his upbeat personality.,Who is dreaded?,the editor,the journalist,0
Objexp-PassS-ActQ-AnsR.20,Objexp,PassS,ActQ,AnsR,20,That's the journalist that the editor is somewhat depressed by despite his upbeat personality.,Who depresses someone?,the editor,the journalist,1
Subjexp-PassS-ActQ-AnsR.20,Subjexp,PassS,ActQ,AnsR,20,That's the journalist that the editor is somewhat dreaded by despite his upbeat personality.,Who dreads someone?,the editor,the journalist,1
Objexp-PassS-PassQ-AnsR.20,Objexp,PassS,PassQ,AnsR,20,That's the journalist that the editor is somewhat depressed by despite his upbeat personality.,Who is depressed?,the journalist,the editor,1
Subjexp-PassS-PassQ-AnsR.20,Subjexp,PassS,PassQ,AnsR,20,That's the journalist that the editor is somewhat dreaded by despite his upbeat personality.,Who is dreaded?,the journalist,the editor,1
Objexp-ActS-ActQ-AnsR.20,Objexp,ActS,ActQ,AnsR,20,That's the editor that the journalist somewhat depresses despite his upbeat personality.,Who depresses someone?,the editor,the journalist,1
Subjexp-ActS-ActQ-AnsR.20,Subjexp,ActS,ActQ,AnsR,20,That's the editor that the journalist somewhat dreads despite his upbeat personality.,Who dreads someone?,the editor,the journalist,1
Objexp-ActS-PassQ-AnsR.20,Objexp,ActS,PassQ,AnsR,20,That's the editor that the journalist somewhat depresses despite his upbeat personality.,Who is depressed?,the journalist,the editor,1
Subjexp-ActS-PassQ-AnsR.20,Subjexp,ActS,PassQ,AnsR,20,That's the editor that the journalist somewhat dreads despite his upbeat personality.,Who is dreaded?,the journalist,the editor,1
Objexp-PassS-ActQ-AnsL.20,Objexp,PassS,ActQ,AnsL,20,That's the journalist that the editor is somewhat depressed by despite his upbeat personality.,Who depresses someone?,the journalist,the editor,0
Subjexp-PassS-ActQ-AnsL.20,Subjexp,PassS,ActQ,AnsL,20,That's the journalist that the editor is somewhat dreaded by despite his upbeat personality.,Who dreads someone?,the journalist,the editor,0
Objexp-PassS-PassQ-AnsL.20,Objexp,PassS,PassQ,AnsL,20,That's the journalist that the editor is somewhat depressed by despite his upbeat personality.,Who is depressed?,the editor,the journalist,0
Subjexp-PassS-PassQ-AnsL.20,Subjexp,PassS,PassQ,AnsL,20,That's the journalist that the editor is somewhat dreaded by despite his upbeat personality.,Who is dreaded?,the editor,the journalist,0
Objexp-ActS-ActQ-AnsL.20,Objexp,ActS,ActQ,AnsL,20,That's the editor that the journalist somewhat depresses despite his upbeat personality.,Who depresses someone?,the journalist,the editor,0
Subjexp-ActS-ActQ-AnsL.20,Subjexp,ActS,ActQ,AnsL,20,That's the editor that the journalist somewhat dreads despite his upbeat personality.,Who dreads someone?,the journalist,the editor,0
Objexp-ActS-PassQ-AnsL.20,Objexp,ActS,PassQ,AnsL,20,That's the editor that the journalist somewhat depresses despite his upbeat personality.,Who is depressed?,the editor,the journalist,0
Subjexp-ActS-PassQ-AnsL.21,Subjexp,ActS,PassQ,AnsL,21,That's the butcher that the monk greatly detests because of his unexpectedly bawdy behavior.,Who is detested?,the butcher,the monk,0
Objexp-ActS-PassQ-AnsL.21,Objexp,ActS,PassQ,AnsL,21,That's the butcher that the monk greatly intrigues because of his unexpectedly bawdy behavior.,Who is intrigued?,the butcher,the monk,0
Subjexp-ActS-ActQ-AnsL.21,Subjexp,ActS,ActQ,AnsL,21,That's the butcher that the monk greatly detests because of his unexpectedly bawdy behavior.,Who detests someone?,the monk,the butcher,0
Objexp-ActS-ActQ-AnsL.21,Objexp,ActS,ActQ,AnsL,21,That's the butcher that the monk greatly intrigues because of his unexpectedly bawdy behavior.,Who intrigues someone?,the monk,the butcher,0
Subjexp-PassS-PassQ-AnsL.21,Subjexp,PassS,PassQ,AnsL,21,That's the monk that the butcher is greatly detested by because of his unexpectedly bawdy behavior.,Who is detested?,the butcher,the monk,0
Objexp-PassS-PassQ-AnsL.21,Objexp,PassS,PassQ,AnsL,21,That's the monk that the butcher is greatly intrigued by because of his unexpectedly bawdy behavior.,Who is intrigued?,the butcher,the monk,0
Subjexp-PassS-ActQ-AnsL.21,Subjexp,PassS,ActQ,AnsL,21,That's the monk that the butcher is greatly detested by because of his unexpectedly bawdy behavior.,Who detests someone?,the monk,the butcher,0
Objexp-PassS-ActQ-AnsL.21,Objexp,PassS,ActQ,AnsL,21,That's the monk that the butcher is greatly intrigued by because of his unexpectedly bawdy behavior.,Who intrigues someone?,the monk,the butcher,0
Subjexp-ActS-PassQ-AnsR.21,Subjexp,ActS,PassQ,AnsR,21,That's the butcher that the monk greatly detests because of his unexpectedly bawdy behavior.,Who is detested?,the monk,the butcher,1
Objexp-ActS-PassQ-AnsR.21,Objexp,ActS,PassQ,AnsR,21,That's the butcher that the monk greatly intrigues because of his unexpectedly bawdy behavior.,Who is intrigued?,the monk,the butcher,1
Subjexp-ActS-ActQ-AnsR.21,Subjexp,ActS,ActQ,AnsR,21,That's the butcher that the monk greatly detests because of his unexpectedly bawdy behavior.,Who detests someone?,the butcher,the monk,1
Objexp-ActS-ActQ-AnsR.21,Objexp,ActS,ActQ,AnsR,21,That's the butcher that the monk greatly intrigues because of his unexpectedly bawdy behavior.,Who intrigues someone?,the butcher,the monk,1
Subjexp-PassS-PassQ-AnsR.21,Subjexp,PassS,PassQ,AnsR,21,That's the monk that the butcher is greatly detested by because of his unexpectedly bawdy behavior.,Who is detested?,the monk,the butcher,1
Objexp-PassS-PassQ-AnsR.21,Objexp,PassS,PassQ,AnsR,21,That's the monk that the butcher is greatly intrigued by because of his unexpectedly bawdy behavior.,Who is intrigued?,the monk,the butcher,1
Subjexp-PassS-ActQ-AnsR.21,Subjexp,PassS,ActQ,AnsR,21,That's the monk that the butcher is greatly detested by because of his unexpectedly bawdy behavior.,Who detests someone?,the butcher,the monk,1
Objexp-PassS-ActQ-AnsR.21,Objexp,PassS,ActQ,AnsR,21,That's the monk that the butcher is greatly intrigued by because of his unexpectedly bawdy behavior.,Who intrigues someone?,the butcher,the monk,1
Subjexp-ActS-PassQ-AnsL.22,Subjexp,ActS,PassQ,AnsL,22,That's the auditor that the businessman greatly detests because of his enormous wealth.,Who is detested?,the auditor,the businessman,0
Objexp-PassS-ActQ-AnsR.22,Objexp,PassS,ActQ,AnsR,22,That's the businessman that the auditor is greatly intrigued by because of his enormous wealth.,Who intrigues someone?,the auditor,the businessman,1
Subjexp-PassS-ActQ-AnsR.22,Subjexp,PassS,ActQ,AnsR,22,That's the businessman that the auditor is greatly detested by because of his enormous wealth.,Who detests someone?,the auditor,the businessman,1
Objexp-PassS-PassQ-AnsR.22,Objexp,PassS,PassQ,AnsR,22,That's the businessman that the auditor is greatly intrigued by because of his enormous wealth.,Who is intrigued?,the businessman,the auditor,1
Subjexp-PassS-PassQ-AnsR.22,Subjexp,PassS,PassQ,AnsR,22,That's the businessman that the auditor is greatly detested by because of his enormous wealth.,Who is detested?,the businessman,the auditor,1
Objexp-ActS-ActQ-AnsR.22,Objexp,ActS,ActQ,AnsR,22,That's the auditor that the businessman greatly intrigues because of his enormous wealth.,Who intrigues someone?,the auditor,the businessman,1
Subjexp-ActS-ActQ-AnsR.22,Subjexp,ActS,ActQ,AnsR,22,That's the auditor that the businessman greatly detests because of his enormous wealth.,Who detests someone?,the auditor,the businessman,1
Objexp-ActS-PassQ-AnsR.22,Objexp,ActS,PassQ,AnsR,22,That's the auditor that the businessman greatly intrigues because of his enormous wealth.,Who is intrigued?,the businessman,the auditor,1
Subjexp-ActS-PassQ-AnsR.22,Subjexp,ActS,PassQ,AnsR,22,That's the auditor that the businessman greatly detests because of his enormous wealth.,Who is detested?,the businessman,the auditor,1
Objexp-PassS-ActQ-AnsL.22,Objexp,PassS,ActQ,AnsL,22,That's the businessman that the auditor is greatly intrigued by because of his enormous wealth.,Who intrigues someone?,the businessman,the auditor,0
Subjexp-PassS-ActQ-AnsL.22,Subjexp,PassS,ActQ,AnsL,22,That's the businessman that the auditor is greatly detested by because of his enormous wealth.,Who detests someone?,the businessman,the auditor,0
Objexp-PassS-PassQ-AnsL.22,Objexp,PassS,PassQ,AnsL,22,That's the businessman that the auditor is greatly intrigued by because of his enormous wealth.,Who is intrigued?,the auditor,the businessman,0
Subjexp-PassS-PassQ-AnsL.22,Subjexp,PassS,PassQ,AnsL,22,That's the businessman that the auditor is greatly detested by because of his enormous wealth.,Who is detested?,the auditor,the businessman,0
Objexp-ActS-ActQ-AnsL.22,Objexp,ActS,ActQ,AnsL,22,That's the auditor that the businessman greatly intrigues because of his enormous wealth.,Who intrigues someone?,the businessman,the auditor,0
Subjexp-ActS-ActQ-AnsL.22,Subjexp,ActS,ActQ,AnsL,22,That's the auditor that the businessman greatly detests because of his enormous wealth.,Who detests someone?,the businessman,the auditor,0
Objexp-ActS-PassQ-AnsL.22,Objexp,ActS,PassQ,AnsL,22,That's the auditor that the businessman greatly intrigues because of his enormous wealth.,Who is intrigued?,the auditor,the businessman,0
Subjexp-ActS-PassQ-AnsL.23,Subjexp,ActS,PassQ,AnsL,23,That's the author that the reviewer strongly reveres in spite of his frequent trips to Europe.,Who is revered?,the author,the reviewer,0
Objexp-ActS-PassQ-AnsL.23,Objexp,ActS,PassQ,AnsL,23,That's the author that the reviewer strongly repulses in spite of his frequent trips to Europe.,Who is repulsed?,the author,the reviewer,0
Subjexp-ActS-ActQ-AnsL.23,Subjexp,ActS,ActQ,AnsL,23,That's the author that the reviewer strongly reveres in spite of his frequent trips to Europe.,Who reveres someone?,the reviewer,the author,0
Objexp-ActS-ActQ-AnsL.23,Objexp,ActS,ActQ,AnsL,23,That's the author that the reviewer strongly repulses in spite of his frequent trips to Europe.,Who repulses someone?,the reviewer,the author,0
Subjexp-PassS-PassQ-AnsL.23,Subjexp,PassS,PassQ,AnsL,23,That's the reviewer that the author is strongly revered by in spite of his frequent trips to Europe.,Who is revered?,the author,the reviewer,0
Objexp-PassS-PassQ-AnsL.23,Objexp,PassS,PassQ,AnsL,23,That's the reviewer that the author is strongly repulsed by in spite of his frequent trips to Europe.,Who is repulsed?,the author,the reviewer,0
Subjexp-PassS-ActQ-AnsL.23,Subjexp,PassS,ActQ,AnsL,23,That's the reviewer that the author is strongly revered by in spite of his frequent trips to Europe.,Who reveres someone?,the reviewer,the author,0
Objexp-PassS-ActQ-AnsL.23,Objexp,PassS,ActQ,AnsL,23,That's the reviewer that the author is strongly repulsed by in spite of his frequent trips to Europe.,Who repulses someone?,the reviewer,the author,0
Subjexp-ActS-PassQ-AnsR.23,Subjexp,ActS,PassQ,AnsR,23,That's the author that the reviewer strongly reveres in spite of his frequent trips to Europe.,Who is revered?,the reviewer,the author,1
Objexp-ActS-PassQ-AnsR.23,Objexp,ActS,PassQ,AnsR,23,That's the author that the reviewer strongly repulses in spite of his frequent trips to Europe.,Who is repulsed?,the reviewer,the author,1
Subjexp-ActS-ActQ-AnsR.23,Subjexp,ActS,ActQ,AnsR,23,That's the author that the reviewer strongly reveres in spite of his frequent trips to Europe.,Who reveres someone?,the author,the reviewer,1
Objexp-ActS-ActQ-AnsR.23,Objexp,ActS,ActQ,AnsR,23,That's the author that the reviewer strongly repulses in spite of his frequent trips to Europe.,Who repulses someone?,the author,the reviewer,1
Subjexp-PassS-PassQ-AnsR.23,Subjexp,PassS,PassQ,AnsR,23,That's the reviewer that the author is strongly revered by in spite of his frequent trips to Europe.,Who is revered?,the reviewer,the author,1
Objexp-PassS-PassQ-AnsR.23,Objexp,PassS,PassQ,AnsR,23,That's the reviewer that the author is strongly repulsed by in spite of his frequent trips to Europe.,Who is repulsed?,the reviewer,the author,1
Subjexp-PassS-ActQ-AnsR.23,Subjexp,PassS,ActQ,AnsR,23,That's the reviewer that the author is strongly revered by in spite of his frequent trips to Europe.,Who reveres someone?,the author,the reviewer,1
Objexp-PassS-ActQ-AnsR.23,Objexp,PassS,ActQ,AnsR,23,That's the reviewer that the author is strongly repulsed by in spite of his frequent trips to Europe.,Who repulses someone?,the author,the reviewer,1
Subjexp-ActS-PassQ-AnsL.24,Subjexp,ActS,PassQ,AnsL,24,That's the carpenter that the stonemason strongly reveres in spite of his mediocrity.,Who is revered?,the carpenter,the stonemason,0
Objexp-PassS-ActQ-AnsR.24,Objexp,PassS,ActQ,AnsR,24,That's the stonemason that the carpenter is strongly repulsed by in spite of his mediocrity.,Who repulses someone?,the carpenter,the stonemason,1
Subjexp-PassS-ActQ-AnsR.24,Subjexp,PassS,ActQ,AnsR,24,That's the stonemason that the carpenter is strongly revered by in spite of his mediocrity.,Who reveres someone?,the carpenter,the stonemason,1
Objexp-PassS-PassQ-AnsR.24,Objexp,PassS,PassQ,AnsR,24,That's the stonemason that the carpenter is strongly repulsed by in spite of his mediocrity.,Who is repulsed?,the stonemason,the carpenter,1
Subjexp-PassS-PassQ-AnsR.24,Subjexp,PassS,PassQ,AnsR,24,That's the stonemason that the carpenter is strongly revered by in spite of his mediocrity.,Who is revered?,the stonemason,the carpenter,1
Objexp-ActS-ActQ-AnsR.24,Objexp,ActS,ActQ,AnsR,24,That's the carpenter that the stonemason strongly repulses in spite of his mediocrity.,Who repulses someone?,the carpenter,the stonemason,1
Subjexp-ActS-ActQ-AnsR.24,Subjexp,ActS,ActQ,AnsR,24,That's the carpenter that the stonemason strongly reveres in spite of his mediocrity.,Who reveres someone?,the carpenter,the stonemason,1
Objexp-ActS-PassQ-AnsR.24,Objexp,ActS,PassQ,AnsR,24,That's the carpenter that the stonemason strongly repulses in spite of his mediocrity.,Who is repulsed?,the stonemason,the carpenter,1
Subjexp-ActS-PassQ-AnsR.24,Subjexp,ActS,PassQ,AnsR,24,That's the carpenter that the stonemason strongly reveres in spite of his mediocrity.,Who is revered?,the stonemason,the carpenter,1
Objexp-PassS-ActQ-AnsL.24,Objexp,PassS,ActQ,AnsL,24,That's the stonemason that the carpenter is strongly repulsed by in spite of his mediocrity.,Who repulses someone?,the stonemason,the carpenter,0
Subjexp-PassS-ActQ-AnsL.24,Subjexp,PassS,ActQ,AnsL,24,That's the stonemason that the carpenter is strongly revered by in spite of his mediocrity.,Who reveres someone?,the stonemason,the carpenter,0
Objexp-PassS-PassQ-AnsL.24,Objexp,PassS,PassQ,AnsL,24,That's the stonemason that the carpenter is strongly repulsed by in spite of his mediocrity.,Who is repulsed?,the carpenter,the stonemason,0
Subjexp-PassS-PassQ-AnsL.24,Subjexp,PassS,PassQ,AnsL,24,That's the stonemason that the carpenter is strongly revered by in spite of his mediocrity.,Who is revered?,the carpenter,the stonemason,0
Objexp-ActS-ActQ-AnsL.24,Objexp,ActS,ActQ,AnsL,24,That's the carpenter that the stonemason strongly repulses in spite of his mediocrity.,Who repulses someone?,the stonemason,the carpenter,0
Subjexp-ActS-ActQ-AnsL.24,Subjexp,ActS,ActQ,AnsL,24,That's the carpenter that the stonemason strongly reveres in spite of his mediocrity.,Who reveres someone?,the stonemason,the carpenter,0
Objexp-ActS-PassQ-AnsL.24,Objexp,ActS,PassQ,AnsL,24,That's the carpenter that the stonemason strongly repulses in spite of his mediocrity.,Who is repulsed?,the carpenter,the stonemason,0
Subjexp-ActS-PassQ-AnsL.25,Subjexp,ActS,PassQ,AnsL,25,That's the priest that the reporter particularly idolizes due to his behavior at press conferences.,Who is idolized?,the priest,the reporter,0
Objexp-ActS-PassQ-AnsL.25,Objexp,ActS,PassQ,AnsL,25,That's the priest that the reporter particularly unnerves due to his behavior at press conferences.,Who is unnerved?,the priest,the reporter,0
Subjexp-ActS-ActQ-AnsL.25,Subjexp,ActS,ActQ,AnsL,25,That's the priest that the reporter particularly idolizes due to his behavior at press conferences.,Who idolizes someone?,the reporter,the priest,0
Objexp-ActS-ActQ-AnsL.25,Objexp,ActS,ActQ,AnsL,25,That's the priest that the reporter particularly unnerves due to his behavior at press conferences.,Who unnerves someone?,the reporter,the priest,0
Subjexp-PassS-PassQ-AnsL.25,Subjexp,PassS,PassQ,AnsL,25,That's the reporter that the priest is particularly idolized by due to his behavior at press conferences.,Who is idolized?,the priest,the reporter,0
Objexp-PassS-PassQ-AnsL.25,Objexp,PassS,PassQ,AnsL,25,That's the reporter that the priest is particularly unnerved by due to his behavior at press conferences.,Who is unnerved?,the priest,the reporter,0
Subjexp-PassS-ActQ-AnsL.25,Subjexp,PassS,ActQ,AnsL,25,That's the reporter that the priest is particularly idolized by due to his behavior at press conferences.,Who idolizes someone?,the reporter,the priest,0
Objexp-PassS-ActQ-AnsL.25,Objexp,PassS,ActQ,AnsL,25,That's the reporter that the priest is particularly unnerved by due to his behavior at press conferences.,Who unnerves someone?,the reporter,the priest,0
Subjexp-ActS-PassQ-AnsR.25,Subjexp,ActS,PassQ,AnsR,25,That's the priest that the reporter particularly idolizes due to his behavior at press conferences.,Who is idolized?,the reporter,the priest,1
Objexp-ActS-PassQ-AnsR.25,Objexp,ActS,PassQ,AnsR,25,That's the priest that the reporter particularly unnerves due to his behavior at press conferences.,Who is unnerved?,the reporter,the priest,1
Subjexp-ActS-ActQ-AnsR.25,Subjexp,ActS,ActQ,AnsR,25,That's the priest that the reporter particularly idolizes due to his behavior at press conferences.,Who idolizes someone?,the priest,the reporter,1
Objexp-ActS-ActQ-AnsR.25,Objexp,ActS,ActQ,AnsR,25,That's the priest that the reporter particularly unnerves due to his behavior at press conferences.,Who unnerves someone?,the priest,the reporter,1
Subjexp-PassS-PassQ-AnsR.25,Subjexp,PassS,PassQ,AnsR,25,That's the reporter that the priest is particularly idolized by due to his behavior at press conferences.,Who is idolized?,the reporter,the priest,1
Objexp-PassS-PassQ-AnsR.25,Objexp,PassS,PassQ,AnsR,25,That's the reporter that the priest is particularly unnerved by due to his behavior at press conferences.,Who is unnerved?,the reporter,the priest,1
Subjexp-PassS-ActQ-AnsR.25,Subjexp,PassS,ActQ,AnsR,25,That's the reporter that the priest is particularly idolized by due to his behavior at press conferences.,Who idolizes someone?,the priest,the reporter,1
Objexp-PassS-ActQ-AnsR.25,Objexp,PassS,ActQ,AnsR,25,That's the reporter that the priest is particularly unnerved by due to his behavior at press conferences.,Who unnerves someone?,the priest,the reporter,1
Subjexp-ActS-PassQ-AnsL.26,Subjexp,ActS,PassQ,AnsL,26,That's the butler that the millionaire particularly idolizes due to his distinctive mannerisms.,Who is idolized?,the butler,the millionaire,0
Objexp-PassS-ActQ-AnsR.26,Objexp,PassS,ActQ,AnsR,26,That's the millionaire that the butler is particularly unnerved by due to his distinctive mannerisms.,Who unnerves someone?,the butler,the millionaire,1
Subjexp-PassS-ActQ-AnsR.26,Subjexp,PassS,ActQ,AnsR,26,That's the millionaire that the butler is particularly idolized by due to his distinctive mannerisms.,Who idolizes someone?,the butler,the millionaire,1
Objexp-PassS-PassQ-AnsR.26,Objexp,PassS,PassQ,AnsR,26,That's the millionaire that the butler is particularly unnerved by due to his distinctive mannerisms.,Who is unnerved?,the millionaire,the butler,1
Subjexp-PassS-PassQ-AnsR.26,Subjexp,PassS,PassQ,AnsR,26,That's the millionaire that the butler is particularly idolized by due to his distinctive mannerisms.,Who is idolized?,the millionaire,the butler,1
Objexp-ActS-ActQ-AnsR.26,Objexp,ActS,ActQ,AnsR,26,That's the butler that the millionaire particularly unnerves due to his distinctive mannerisms.,Who unnerves someone?,the butler,the millionaire,1
Subjexp-ActS-ActQ-AnsR.26,Subjexp,ActS,ActQ,AnsR,26,That's the butler that the millionaire particularly idolizes due to his distinctive mannerisms.,Who idolizes someone?,the butler,the millionaire,1
Objexp-ActS-PassQ-AnsR.26,Objexp,ActS,PassQ,AnsR,26,That's the butler that the millionaire particularly unnerves due to his distinctive mannerisms.,Who is unnerved?,the millionaire,the butler,1
Subjexp-ActS-PassQ-AnsR.26,Subjexp,ActS,PassQ,AnsR,26,That's the butler that the millionaire particularly idolizes due to his distinctive mannerisms.,Who is idolized?,the millionaire,the butler,1
Objexp-PassS-ActQ-AnsL.26,Objexp,PassS,ActQ,AnsL,26,That's the millionaire that the butler is particularly unnerved by due to his distinctive mannerisms.,Who unnerves someone?,the millionaire,the butler,0
Subjexp-PassS-ActQ-AnsL.26,Subjexp,PassS,ActQ,AnsL,26,That's the millionaire that the butler is particularly idolized by due to his distinctive mannerisms.,Who idolizes someone?,the millionaire,the butler,0
Objexp-PassS-PassQ-AnsL.26,Objexp,PassS,PassQ,AnsL,26,That's the millionaire that the butler is particularly unnerved by due to his distinctive mannerisms.,Who is unnerved?,the butler,the millionaire,0
Subjexp-PassS-PassQ-AnsL.26,Subjexp,PassS,PassQ,AnsL,26,That's the millionaire that the butler is particularly idolized by due to his distinctive mannerisms.,Who is idolized?,the butler,the millionaire,0
Objexp-ActS-ActQ-AnsL.26,Objexp,ActS,ActQ,AnsL,26,That's the butler that the millionaire particularly unnerves due to his distinctive mannerisms.,Who unnerves someone?,the millionaire,the butler,0
Subjexp-ActS-ActQ-AnsL.26,Subjexp,ActS,ActQ,AnsL,26,That's the butler that the millionaire particularly idolizes due to his distinctive mannerisms.,Who idolizes someone?,the millionaire,the butler,0
Objexp-ActS-PassQ-AnsL.26,Objexp,ActS,PassQ,AnsL,26,That's the butler that the millionaire particularly unnerves due to his distinctive mannerisms.,Who is unnerved?,the butler,the millionaire,0
Subjexp-ActS-PassQ-AnsL.27,Subjexp,ActS,PassQ,AnsL,27,That's the scientist that the artist strongly distrusts on account of his being late for meetings.,Who is distrusted?,the scientist,the artist,0
Objexp-ActS-PassQ-AnsL.27,Objexp,ActS,PassQ,AnsL,27,That's the scientist that the artist strongly perturbs on account of his being late for meetings.,Who is perturbed?,the scientist,the artist,0
Subjexp-ActS-ActQ-AnsL.27,Subjexp,ActS,ActQ,AnsL,27,That's the scientist that the artist strongly distrusts on account of his being late for meetings.,Who distrusts someone?,the artist,the scientist,0
Objexp-ActS-ActQ-AnsL.27,Objexp,ActS,ActQ,AnsL,27,That's the scientist that the artist strongly perturbs on account of his being late for meetings.,Who perturbs someone?,the artist,the scientist,0
Subjexp-PassS-PassQ-AnsL.27,Subjexp,PassS,PassQ,AnsL,27,That's the artist that the scientist is strongly distrusted by on account of his being late for meetings.,Who is distrusted?,the scientist,the artist,0
Objexp-PassS-PassQ-AnsL.27,Objexp,PassS,PassQ,AnsL,27,That's the artist that the scientist is strongly perturbed by on account of his being late for meetings.,Who is perturbed?,the scientist,the artist,0
Subjexp-PassS-ActQ-AnsL.27,Subjexp,PassS,ActQ,AnsL,27,That's the artist that the scientist is strongly distrusted by on account of his being late for meetings.,Who distrusts someone?,the artist,the scientist,0
Objexp-PassS-ActQ-AnsL.27,Objexp,PassS,ActQ,AnsL,27,That's the artist that the scientist is strongly perturbed by on account of his being late for meetings.,Who perturbs someone?,the artist,the scientist,0
Subjexp-ActS-PassQ-AnsR.27,Subjexp,ActS,PassQ,AnsR,27,That's the scientist that the artist strongly distrusts on account of his being late for meetings.,Who is distrusted?,the artist,the scientist,1
Objexp-ActS-PassQ-AnsR.27,Objexp,ActS,PassQ,AnsR,27,That's the scientist that the artist strongly perturbs on account of his being late for meetings.,Who is perturbed?,the artist,the scientist,1
Subjexp-ActS-ActQ-AnsR.27,Subjexp,ActS,ActQ,AnsR,27,That's the scientist that the artist strongly distrusts on account of his being late for meetings.,Who distrusts someone?,the scientist,the artist,1
Objexp-ActS-ActQ-AnsR.27,Objexp,ActS,ActQ,AnsR,27,That's the scientist that the artist strongly perturbs on account of his being late for meetings.,Who perturbs someone?,the scientist,the artist,1
Subjexp-PassS-PassQ-AnsR.27,Subjexp,PassS,PassQ,AnsR,27,That's the artist that the scientist is strongly distrusted by on account of his being late for meetings.,Who is distrusted?,the artist,the scientist,1
Objexp-PassS-PassQ-AnsR.27,Objexp,PassS,PassQ,AnsR,27,That's the artist that the scientist is strongly perturbed by on account of his being late for meetings.,Who is perturbed?,the artist,the scientist,1
Subjexp-PassS-ActQ-AnsR.27,Subjexp,PassS,ActQ,AnsR,27,That's the artist that the scientist is strongly distrusted by on account of his being late for meetings.,Who distrusts someone?,the scientist,the artist,1
Objexp-PassS-ActQ-AnsR.27,Objexp,PassS,ActQ,AnsR,27,That's the artist that the scientist is strongly perturbed by on account of his being late for meetings.,Who perturbs someone?,the scientist,the artist,1
Subjexp-ActS-PassQ-AnsL.28,Subjexp,ActS,PassQ,AnsL,28,That's the drummer that the guitarist strongly distrusts on account of his neverending primadonnism.,Who is distrusted?,the drummer,the guitarist,0
Objexp-PassS-ActQ-AnsR.28,Objexp,PassS,ActQ,AnsR,28,That's the guitarist that the drummer is strongly perturbed by on account of his neverending primadonnism.,Who perturbs someone?,the drummer,the guitarist,1
Subjexp-PassS-ActQ-AnsR.28,Subjexp,PassS,ActQ,AnsR,28,That's the guitarist that the drummer is strongly distrusted by on account of his neverending primadonnism.,Who distrusts someone?,the drummer,the guitarist,1
Objexp-PassS-PassQ-AnsR.28,Objexp,PassS,PassQ,AnsR,28,That's the guitarist that the drummer is strongly perturbed by on account of his neverending primadonnism.,Who is perturbed?,the guitarist,the drummer,1
Subjexp-PassS-PassQ-AnsR.28,Subjexp,PassS,PassQ,AnsR,28,That's the guitarist that the drummer is strongly distrusted by on account of his neverending primadonnism.,Who is distrusted?,the guitarist,the drummer,1
Objexp-ActS-ActQ-AnsR.28,Objexp,ActS,ActQ,AnsR,28,That's the drummer that the guitarist strongly perturbs on account of his neverending primadonnism.,Who perturbs someone?,the drummer,the guitarist,1
Subjexp-ActS-ActQ-AnsR.28,Subjexp,ActS,ActQ,AnsR,28,That's the drummer that the guitarist strongly distrusts on account of his neverending primadonnism.,Who distrusts someone?,the drummer,the guitarist,1
Objexp-ActS-PassQ-AnsR.28,Objexp,ActS,PassQ,AnsR,28,That's the drummer that the guitarist strongly perturbs on account of his neverending primadonnism.,Who is perturbed?,the guitarist,the drummer,1
Subjexp-ActS-PassQ-AnsR.28,Subjexp,ActS,PassQ,AnsR,28,That's the drummer that the guitarist strongly distrusts on account of his neverending primadonnism.,Who is distrusted?,the guitarist,the drummer,1
Objexp-PassS-ActQ-AnsL.28,Objexp,PassS,ActQ,AnsL,28,That's the guitarist that the drummer is strongly perturbed by on account of his neverending primadonnism.,Who perturbs someone?,the guitarist,the drummer,0
Subjexp-PassS-ActQ-AnsL.28,Subjexp,PassS,ActQ,AnsL,28,That's the guitarist that the drummer is strongly distrusted by on account of his neverending primadonnism.,Who distrusts someone?,the guitarist,the drummer,0
Objexp-PassS-PassQ-AnsL.28,Objexp,PassS,PassQ,AnsL,28,That's the guitarist that the drummer is strongly perturbed by on account of his neverending primadonnism.,Who is perturbed?,the drummer,the guitarist,0
Subjexp-PassS-PassQ-AnsL.28,Subjexp,PassS,PassQ,AnsL,28,That's the guitarist that the drummer is strongly distrusted by on account of his neverending primadonnism.,Who is distrusted?,the drummer,the guitarist,0
Objexp-ActS-ActQ-AnsL.28,Objexp,ActS,ActQ,AnsL,28,That's the drummer that the guitarist strongly perturbs on account of his neverending primadonnism.,Who perturbs someone?,the guitarist,the drummer,0
Subjexp-ActS-ActQ-AnsL.28,Subjexp,ActS,ActQ,AnsL,28,That's the drummer that the guitarist strongly distrusts on account of his neverending primadonnism.,Who distrusts someone?,the guitarist,the drummer,0
Objexp-ActS-PassQ-AnsL.28,Objexp,ActS,PassQ,AnsL,28,That's the drummer that the guitarist strongly perturbs on account of his neverending primadonnism.,Who is perturbed?,the drummer,the guitarist,0
